법령아이디,법령정보일련번호,법령명,법령제정일자,시행일직접추가구분,기관코드,기관명,기관전체명,기관약어,기관영문,기관영문약어,최상위기관코드,상위기관코드,기관간차수,서열순서,등록일자,종료일자,겸직여부,법령주소경로,대분류,중분류,소분류
E111,111,새만금사업촉진을위한특별법,2013-09-12,1,1790049,국민경제자문회의,국민경제자문회의,,National Economic Advisory Council,,0000001,1790239,2,7,2013-09-12,2014-11-18,N,https://www.law.go.kr/lsInfoP.do?lsiSeq=130692&lsId=&efYd=20130912&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=#,,,
E111,111,새만금사업촉진을위한특별법,2013-09-12,1,1790237,국가안전보장회의,국가안전보장회의,,National Security Council,NSC,0000001,1790239,2,5,2013-09-12,2014-11-18,N,https://www.law.go.kr/lsInfoP.do?lsiSeq=130692&lsId=&efYd=20130912&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=#,,,
012019,152098,특별감찰관법,2014-06-19,1,0000001,대통령,대통령,,President,,0000001,0000001,1,1,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,대통령,대통령
012019,152098,특별감찰관법,2014-06-19,1,0000002,국무총리,국무총리,,Prime Minister,,0000001,0000001,3,1,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,국무총리,국무총리
012019,152098,특별감찰관법,2014-06-19,1,1010000,대통령비서실,대통령비서실,,,,0000001,0000001,2,1,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관에 준하는 기관,실
012019,152098,특별감찰관법,2014-06-19,1,1021000,대통령경호실,대통령경호실,경호실,Presidential Security Service,PSS,0000001,0000001,2,3,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관에 준하는 기관,실
012019,152098,특별감찰관법,2014-06-19,1,1025000,국가안보실,국가안보실,,Office of National Security,ONS,0000001,0000001,2,2,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관에 준하는 기관,실
012019,152098,특별감찰관법,2014-06-19,1,1030000,국가정보원,국가정보원,국정원,National Intelligence Service,NIS,0000001,0000001,2,6,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관에 준하는 기관,원
012019,152098,특별감찰관법,2014-06-19,1,1040000,감사원,감사원,,Board of Audit and Inspection,BAI,0000001,0000001,2,5,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관에 준하는 기관,원
012019,152098,특별감찰관법,2014-06-19,1,1051000,기획재정부,기획재정부,기재부,Ministry of Economy and Finance,MOEF,0000001,0000002,4,1,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,부
012019,152098,특별감찰관법,2014-06-19,1,1074500,국가과학기술자문회의,국가과학기술자문회의,,Presidential Advisory Council on Science&Technology,,0000001,1790239,2,8,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,,,
012019,152098,특별감찰관법,2014-06-19,1,1079960,원자력안전위원회,원자력안전위원회,원안위,Nuclear Safety and Security Commission,NSSC,0000001,0000002,3,8,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,위원회
012019,152098,특별감찰관법,2014-06-19,1,1092000,국무조정실,국무조정실,국조실,Office for Government Policy Coordination,OPC,0000001,0000002,3,1,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관에 준하는 기관,실
012019,152098,특별감찰관법,2014-06-19,1,1103000,국무총리비서실,국무총리비서실,총리비서실,Prime Ministers Secretariat,PMS,0000001,0000002,3,2,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관에 준하는 기관,실
012019,152098,특별감찰관법,2014-06-19,1,1130000,공정거래위원회,공정거래위원회,공정위,Korea Fair Trade Commission,KFTC,0000001,0000002,3,5,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,위원회
012019,152098,특별감찰관법,2014-06-19,1,1140100,국민권익위원회,국민권익위원회,국민권익위,Anti-corruption & Civil Rights Commission,ACRC,,0000002,3,6,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,위원회
012019,152098,특별감찰관법,2014-06-19,1,1160100,금융위원회,금융위원회,금융위,Financial Services Commission,FSC,,0000002,3,7,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,위원회
012019,152098,특별감찰관법,2014-06-19,1,1170000,법제처,법제처,,Ministry of Government Legislation,MOLEG,0000001,0000002,3,1,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,처
012019,152098,특별감찰관법,2014-06-19,1,1180000,국가보훈처,국가보훈처,보훈처,Ministry of Patriots and Veterans Affairs,MPVA,0000001,0000002,3,2,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,처
012019,152098,특별감찰관법,2014-06-19,1,1192000,해양수산부,해양수산부,해수부,Ministry of Oceans and Fisheries,MOF,0000001,0000002,4,17,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,부
012019,152098,특별감찰관법,2014-06-19,1,1210000,국세청,국세청,,National Tax Service,NTS,0000001,1051000,5,2,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,청
012019,152098,특별감찰관법,2014-06-19,1,1220000,관세청,관세청,,Korea Customs Service,KCS,0000001,1051000,5,3,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,청
012019,152098,특별감찰관법,2014-06-19,1,1230000,조달청,조달청,,Public Procurement Service,PPS,0000001,1051000,5,4,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,청
012019,152098,특별감찰관법,2014-06-19,1,1240000,통계청,통계청,,Statistics Korea,KOSTAT,0000001,1051000,5,5,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,청
012019,152098,특별감찰관법,2014-06-19,1,1250000,통일부,통일부,,Ministry of Unification,MOU,0000001,0000002,4,5,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,부
012019,152098,특별감찰관법,2014-06-19,1,1262000,외교부,외교부,,Ministry of Foreign Affairs,MOFA,0000001,0000002,4,4,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,부
012019,152098,특별감찰관법,2014-06-19,1,1270000,법무부,법무부,,Ministry of Justice,MOJ,0000001,0000002,4,5,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,부
012019,152098,특별감찰관법,2014-06-19,1,1280000,검찰청,검찰청,,Supreme Prosecutors' Office,SPO,0000001,1270000,5,6,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,청
012019,152098,특별감찰관법,2014-06-19,1,1290000,국방부,국방부,,Ministry of National Defense,MND,0000001,0000002,4,6,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,부
012019,152098,특별감찰관법,2014-06-19,1,1300000,병무청,병무청,,Military Manpower Administration,MMA,0000001,1290000,5,7,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,청
012019,152098,특별감찰관법,2014-06-19,1,1312000,안전행정부,안전행정부,안행부,Ministry of Security and Public Administration,MOSPA,0000001,0000002,4,8,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,부
012019,152098,특별감찰관법,2014-06-19,1,1320000,경찰청,경찰청,,National Police Agency,NPA,0000001,1312000,5,9,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,청
012019,152098,특별감찰관법,2014-06-19,1,1342000,교육부,교육부,,Ministry of Education,MOE,0000001,0000002,4,3,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,부
012019,152098,특별감찰관법,2014-06-19,1,1352000,보건복지부,보건복지부,복지부,Ministry of Health and Welfare,MOHW,0000001,0000002,4,12,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,부
012019,152098,특별감찰관법,2014-06-19,1,1360000,기상청,기상청,,Korea Meteorological Administration,KMA,0000001,1480000,5,16,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,청
012019,152098,특별감찰관법,2014-06-19,1,1371000,문화체육관광부,문화체육관광부,문체부,"Ministry of Culture, Sports and Tourism",MCST,0000001,0000002,4,9,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,부
012019,152098,특별감찰관법,2014-06-19,1,1383000,여성가족부,여성가족부,여가부,Ministry of Gender Equality and Family,MOGEF,0000001,0000002,4,15,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,부
012019,152098,특별감찰관법,2014-06-19,1,1390000,농촌진흥청,농촌진흥청,농진청,Rural Development Administration ,RDA,0000001,1543000,5,12,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,청
012019,152098,특별감찰관법,2014-06-19,1,1400000,산림청,산림청,,Korea Forest Service,KFS,0000001,1543000,5,13,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,청
012019,152098,특별감찰관법,2014-06-19,1,1420000,중소기업청,중소기업청,중기청,Small and Medium Business Administration,SMBA,0000001,1450000,5,14,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,청
012019,152098,특별감찰관법,2014-06-19,1,1430000,특허청,특허청,,Korean Intellectual Property Office,KIPO,0000001,1450000,5,15,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,청
012019,152098,특별감찰관법,2014-06-19,1,1450000,산업통상자원부,산업통상자원부,산업부,"Ministry of Trade, Industry and Energy",MOTIE,0000001,0000002,4,11,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,부
012019,152098,특별감찰관법,2014-06-19,1,1471000,식품의약품안전처,식품의약품안전처,식약처,Ministry of Food and Drug Safety,MFDS,0000001,0000002,3,3,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,처
012019,152098,특별감찰관법,2014-06-19,1,1480000,환경부,환경부,,Ministry of Environment,ME,0000001,0000002,4,13,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,부
012019,152098,특별감찰관법,2014-06-19,1,1492000,고용노동부,고용노동부,고용부,Ministry of Employment and Labor,MOEL,0000001,0000002,4,14,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,부
012019,152098,특별감찰관법,2014-06-19,1,1530000,해양경찰청,해양경찰청,해경청,Korea Coast Guard,KCG,0000001,1192000,5,19,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,청
012019,152098,특별감찰관법,2014-06-19,1,1543000,농림축산식품부,농림축산식품부,농식품부,"Ministry of Agriculture, Food and Rural Affairs",MAFRA,0000001,0000002,4,10,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,부
012019,152098,특별감찰관법,2014-06-19,1,1550000,문화재청,문화재청,,Cultural Heritage Administration,CHA,0000001,1371000,5,11,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,청
012019,152098,특별감찰관법,2014-06-19,1,1570100,방송통신위원회,방송통신위원회,방통위,Korea Communications Commission,KCC,0000001,0000001,2,7,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,위원회
012019,152098,특별감찰관법,2014-06-19,1,1613000,국토교통부,국토교통부,국토부,"Ministry of Land, Infrastructure and Transport",MOLIT,0000001,0000002,4,16,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,부
012019,152098,특별감찰관법,2014-06-19,1,1620000,국가인권위원회,국가인권위원회,인권위,National Human Rights Commission,NHRC,0000001,0000001,2,9,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관에 준하는 기관,위원회
012019,152098,특별감찰관법,2014-06-19,1,1660000,소방방재청,소방방재청,방재청,National Emergency Management Agency,NEMA,0000001,1312000,5,10,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,청
012019,152098,특별감찰관법,2014-06-19,1,1670000,행정중심복합도시건설청,행정중심복합도시건설청,행복청,National Agency for Administrative City Construction,NAACC,0000001,1613000,5,17,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,청
012019,152098,특별감찰관법,2014-06-19,1,1682500,특별감찰관,특별감찰관,,,,0000001,0000001,2,8,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,,,
012019,152098,특별감찰관법,2014-06-19,1,1690000,방위사업청,방위사업청,방사청,Defense Acquisition Program Administration,DAPA,0000001,1290000,5,8,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,청
012019,152098,특별감찰관법,2014-06-19,1,1710000,미래창조과학부,미래창조과학부,미래부,"Ministry of Science, ICT and Future Planning",MSIP,0000001,0000002,4,2,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,부
012019,152098,특별감찰관법,2014-06-19,1,1730000,새만금개발청,새만금개발청,새만금청,Saemangeum Development and Investment Agency,SDIA,0000001,1613000,5,18,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,국가행정조직,중앙행정기관,청
012019,152098,특별감찰관법,2014-06-19,1,1790049,국민경제자문회의,국민경제자문회의,,National Economic Advisory Council,,0000001,1790239,2,7,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,,,
012019,152098,특별감찰관법,2014-06-19,1,1790237,국가안전보장회의,국가안전보장회의,,National Security Council,NSC,0000001,1790239,2,5,2014-06-19,9999-12-31,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=152098&lsId=&efYd=20140619&chrClsCd=010202&urlMode=lsEfInfoR&viewCls=lsRvsDocInfoR&ancYnChk=0#,,,
001720,162063,정부조직법,2014-11-19,1,0000001,대통령,대통령,,President,,0000001,0000001,1,1,2014-11-19,2017-07-25,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=162063&ancYd=20141119&ancNo=12844&efYd=20141119&nwJoYnInfo=N&efGubun=Y&chrClsCd=010202&ancYnChk=0#0000,국가행정조직,대통령,대통령
001720,162063,정부조직법,2014-11-19,1,0000002,국무총리,국무총리,,Prime Minister,,0000001,0000001,2,1,2014-11-19,2017-07-25,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=162063&ancYd=20141119&ancNo=12844&efYd=20141119&nwJoYnInfo=N&efGubun=Y&chrClsCd=010202&ancYnChk=0#0000,국가행정조직,국무총리,국무총리
001720,162063,정부조직법,2014-11-19,1,1015000,대통령비서실,대통령비서실,,Office of the President,,0000001,0000001,2,1,2014-11-19,2017-07-25,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=162063&ancYd=20141119&ancNo=12844&efYd=20141119&nwJoYnInfo=N&efGubun=Y&chrClsCd=010202&ancYnChk=0#0000,국가행정조직,중앙행정기관에 준하는 기관,실
001720,162063,정부조직법,2014-11-19,1,1021000,대통령경호실,대통령경호실,경호실,Presidential Security Service,PSS,0000001,0000001,2,3,2014-11-19,2017-07-25,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=162063&ancYd=20141119&ancNo=12844&efYd=20141119&nwJoYnInfo=N&efGubun=Y&chrClsCd=010202&ancYnChk=0#0000,국가행정조직,중앙행정기관에 준하는 기관,실
001720,162063,정부조직법,2014-11-19,1,1025000,국가안보실,국가안보실,,Office of National Security,ONS,0000001,0000001,2,2,2014-11-19,2017-07-25,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=162063&ancYd=20141119&ancNo=12844&efYd=20141119&nwJoYnInfo=N&efGubun=Y&chrClsCd=010202&ancYnChk=0#0000,국가행정조직,중앙행정기관에 준하는 기관,실
001720,162063,정부조직법,2014-11-19,1,1030000,국가정보원,국가정보원,국정원,National Intelligence Service,NIS,0000001,0000001,2,2,2014-11-19,2017-07-25,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=162063&ancYd=20141119&ancNo=12844&efYd=20141119&nwJoYnInfo=N&efGubun=Y&chrClsCd=010202&ancYnChk=0#0000,국가행정조직,중앙행정기관에 준하는 기관,원
001720,162063,정부조직법,2014-11-19,1,1040000,감사원,감사원,,Board of Audit and Inspection,BAI,0000001,0000001,2,1,2014-11-19,2017-07-25,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=162063&ancYd=20141119&ancNo=12844&efYd=20141119&nwJoYnInfo=N&efGubun=Y&chrClsCd=010202&ancYnChk=0#0000,국가행정조직,중앙행정기관에 준하는 기관,원
001720,162063,정부조직법,2014-11-19,1,1051000,기획재정부,기획재정부,기재부,Ministry of Economy and Finance,MOEF,0000001,0000002,4,1,2014-11-19,2017-07-25,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=162063&ancYd=20141119&ancNo=12844&efYd=20141119&nwJoYnInfo=N&efGubun=Y&chrClsCd=010202&ancYnChk=0#0000,국가행정조직,중앙행정기관,부
001720,162063,정부조직법,2014-11-19,1,1074500,국가과학기술자문회의,국가과학기술자문회의,,Presidential Advisory Council on Science&Technology,,0000001,1790239,2,8,2014-11-19,2017-07-25,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=162063&ancYd=20141119&ancNo=12844&efYd=20141119&nwJoYnInfo=N&efGubun=Y&chrClsCd=010202&ancYnChk=0#0000,,,
001720,162063,정부조직법,2014-11-19,1,1079960,원자력안전위원회,원자력안전위원회,원안위,Nuclear Safety and Security Commission,NSSC,0000001,0000002,3,9,2014-11-19,2017-07-25,N,http://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=162063&ancYd=20141119&ancNo=12844&efYd=20141119&nwJoYnInfo=N&efGubun=Y&chrClsCd=010202&ancYnChk=0#0000,국가행정조직,중앙행정기관,위원회
